row_id,noisy,prediction,clean,cer_noisy,cer_prediction,cer_improvement,wer_noisy,wer_prediction,wer_improvement,noisy_len,prediction_len,clean_len
0,هی ئت استخلاصه لك باسه حقار مقله موظف وم كلف ىولدیغی وظائف فعليه وعاليده اوقدز مختلف ومتنوعدركة بنلر آنج عمةومی بر صورنده ایما و اضاح اولنەبىلير.,هیئت استخلاصه لك باسه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليده اوقردر مختلف ومتنوعدركه بنلر آنج عمومی بر صورنده ایما و اضاح اولنەبالير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.08333333333333333,0.04861111111111111,0.03472222222222222,0.5833333333333334,0.2916666666666667,0.2916666666666667,145,143,144
1,هیئت استخلاصهر لك باشه حقار مقله موظف وكلف اولدیثغی وظائ ف فاعليه وعالي ه ىوقدر مختلف ومتنوعدركهغ بونلر آنجق عمومی بر صورآنده ایما و ايضاح اولنەبيليز.,هیئت استخلاصه رلك باشه حقار مقله موظف وكلف اولدیغی وظائف فاعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورآنده ایما و ايضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.06944444444444445,0.027777777777777776,0.04166666666666667,0.5,0.16666666666666666,0.33333333333333337,150,146,144
2,ةیئت استخلاصه لك باشه حقار مهقله موظف ومكلف اولدیغی وطائف فعليه وعاليه اوف در مختلف وتنوعدركه بونلر آنجف عمومی بر صورنده ا یما و ايضاح اولنەبيليز.,حیئت استخلاصه لك باشه حقار مهقله موظف ومكلف اولدیغی وطائف فعليه وعاليه اوقردر مختلف وتنوعدركه بونلر آنجف عمومی بر صورنده ایما و ايضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.0625,0.041666666666666664,0.020833333333333336,0.4166666666666667,0.25,0.16666666666666669,146,145,144
3,هیئت استخلاصة لك بىشه حقار مقصله موظق ومكلف اولدیی وظائف فعلي وعاكه اوقدر مختلف ومتنوعدركصة بونلر آنجق عمومی بر ورنده ایما و ايضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقصله موظق ومكلف اولدیی وظائف فعلى وعاكه اوقدر مختلف ومتنوعدركصه بونلر آنجق عمومی بر ورنده ایما و ايضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.0763888888888889,0.0625,0.013888888888888895,0.375,0.2916666666666667,0.08333333333333331,142,142,144
4,هیئتظ اس تخلاصه لك باشة حقار مفل موف ومكلف اولدیغی وظئف فعليه وعاليه اوقدر مسختلف ومنوعدركه بونلرآنجق عمومی بر صورنده ایماو اضاح ا ولنەبيلکر.,هیئت استخلاصه لك باشه حقار مفل موفومكلف اولدیغی وئف فعليه وعاليه اوقردر مستلف ومنوعدركه بونلر آنجق عمومی بر صورنده ایماو اضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.09722222222222222,0.0763888888888889,0.02083333333333333,0.625,0.4166666666666667,0.20833333333333331,141,137,144
5,هیئت اتخلاصه لك باشه حقار مفله موظف ومكلف اولدیغی وظائف فعليه عالكه او قدز ختلف ومنوعذرکهبونلر آنجق عمومی بهر ورنده ایما و ايضاه اولنەبيلير.,هیئت اتخلاصه لك باشه حقار مفله موظف ومكلف اولدیغی وظائف فعليه عالكه او قدر ختلف ومنوعدركه بونلر آنجق عمومی بهر ورنده ایما و ايضاه اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.09722222222222222,0.06944444444444445,0.027777777777777776,0.4166666666666667,0.4166666666666667,0.0,140,141,144
6,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف ىولدیغی وطائف فعليه وعالي ه اوقدر مختلق ومت نونعدركه ثونل ر آنجقعمومی بر صورنده ایما و يضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وطائف فعليه وعاليه اوقردر مختلق ومتنوندركه بونلر آنجق عمومی بر صورنده ایما و يضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.06944444444444445,0.034722222222222224,0.034722222222222224,0.4583333333333333,0.20833333333333334,0.24999999999999997,146,144,144
7,هیئت استخاصه لك باسه حق ار مقلهم وظف ومكلف اولدیغی وظائف فعليه وغاليه اوقدر مختلف ومت نوعدرظكه بون لرآنتجق عمومی بر صورندهأ ایما و ايصاآح ىولنەبيلير.,هیئت استخاصه لك باسه حقار مقلهم وظف ومكلف اولدیغی وظائف فعليه وغاليه اوقردر مختلف ومتنوعدركه بونلر آنتجق عمومی بر صورنده ایما و ايصاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.10416666666666667,0.05555555555555555,0.04861111111111112,0.5833333333333334,0.3333333333333333,0.25000000000000006,149,145,144
8,هیئت استجلاصة لك باشة حقىر مقله موظ ق ومكلف ىولدیغی وظائف فغليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورندهآ یما و اياح اولنەبيلير.,هیئت استجلاصه لك باشه حقار مقله موقر ومكلف اولدیغی وظائف فعليه وعاليه اوقردر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده یما و اياح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.0763888888888889,0.041666666666666664,0.03472222222222223,0.4166666666666667,0.20833333333333334,0.20833333333333334,144,143,144
9,هیئت استخلاصه لك باشه حقا مقلة موطفومكلفاولدیغی وظائف فعليه وعال يه اوقدر ختلف ومکتنوعدركه بونلر آنجق غمومی بر صورده ایما و ايضاح اولبەبيليرک.,هیئت استخلاصه لك باشه حقا مقله موقومكلف اولدیغی وظائف فعليه وعاليه اوقردر ختلف ومکتنوعدركه بونلر آنجق غمومی بر صورده ایما و ايضاح اولبەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.08333333333333333,0.06944444444444445,0.013888888888888881,0.5,0.375,0.125,142,141,144
10,هیئت استجخلاصه لك باشة حار مقه موظق ومكلف اولدیغی وظا ئف فعليه وعاليه اوقدر مختلف ومتنوعدركة بونلر آبجعمومی بز صورنده ایما و ايضاح اولنەبيليز.,هیئت استجخلاصه لك باشه حار مقه موظق ومكلف اولدیغی وظائف فعليه وعاليه اوقردر مختلف ومتنوعدركه بونلر آبجعمومی بر صورنده ایما و ايضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.08333333333333333,0.05555555555555555,0.027777777777777776,0.5,0.2916666666666667,0.20833333333333331,142,142,144
11,هیئت ااشتخلاصهلك باشه حقار مقله موظف ومكلف اولدیغی وظائف فغليه وعايه اوقدر مختلف ومتنوعدركه بونلر آ نجق عمومی بر صوربده ایما و ايضاح اولنەبيلير.,هیئت اشتخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعايه اوقردر مختلف ومتنوعدركه بونلر آنجق عمومی بر صوربده ایما و ايضاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.04861111111111111,0.027777777777777776,0.020833333333333336,0.2916666666666667,0.16666666666666666,0.12500000000000003,144,144,144
12,هیئت استخلازصه لك ياشة حقار مقله موظف ومكلف الدیغی وظائف فعلكه وعالي اوقدر مخ تلق متنوعةدركه ونلر آنجق عمومی بر صورنده ایما و اياح اولنەبيلير.,هیئت استخلاره لك ياشه حقار مقله موظف ومكلف الدیغی وظائف فعلكه وعالي اوقرادر مختلق متنوعه دركه ونلر آنجق عمومی بر صورنده ایما و اياح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.08333333333333333,0.09027777777777778,-0.0069444444444444475,0.4166666666666667,0.4583333333333333,-0.04166666666666663,142,143,144
13,هیئت استخلاصه لكاشه حقار مقل موظف ومكلف او لدیغی وظائف فعليه وحع اليه اوقدر مختلفومتنوعذركه بو نلر آنجق عمومی بفر صور نده ایما و ايضشاح اولثەبيلکر.,هیئت استخلاصه لكاشه حقار مقل موظف ومكلف اولدیغی وظائف فعليه وحع اليه اوقردر مختلف ومتنوعدركه بونلر آنجق عمومی بفر صورنده ایما و ايشاح اولنەبيلير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.09722222222222222,0.05555555555555555,0.04166666666666667,0.625,0.3333333333333333,0.2916666666666667,147,145,144
14,هیئت اشتخلاصه لك بشه حفار مقله موظف ومك ف اوةلدیغی وظائفن فعليه وعالية اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بز صو رنده ایما و ايضاح ولنەبىلکر.,هیئت اشتخلاصه لك بشه حفار مقله موظف ومكف اولدیغی وظائفن فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح ولنەبالير.,هیئت استخلاصه لك باشه حقار مقله موظف ومكلف اولدیغی وظائف فعليه وعاليه اوقدر مختلف ومتنوعدركه بونلر آنجق عمومی بر صورنده ایما و ايضاح اولنەبيلير.,0.08333333333333333,0.04861111111111111,0.03472222222222222,0.5,0.25,0.25,145,142,144
