line_id,variant_id,fallback_applied,fallback_reasons,identity_cer,byt5_cer,fallback_cer,identity_wer,byt5_wer,fallback_wer,prediction_noisy_char_ratio,prediction_noisy_word_delta,prediction_max_char_run,prediction_repeated_bigram_count,noisy,prediction,fallback_prediction,clean
381,4,True,prediction_too_long;large_word_count_change;repeated_token_bigram,0.09523809523809523,4.031746031746032,0.09523809523809523,0.5,4.916666666666667,0.5,4.966666666666667,51,1,11,دنزوف - آ. زآوفهـ. دوروشەنقو - م. ملەنەفسکی مركر250بك لاإطار,دنروف - آزوفهـ. دوروشەنقو - مآملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەنەفسکی مركر - مركر - ملەن,دنزوف - آ. زآوفهـ. دوروشەنقو - م. ملەنەفسکی مركر250بك لاإطار,دونزوف - آ. زوف هـ. دوروشەنقو - م. مەلەنەفسکی مركز 250بك لاإطار
381,12,True,prediction_too_long;large_word_count_change,0.12698412698412698,3.9365079365079363,0.12698412698412698,0.6666666666666666,4.833333333333333,0.6666666666666666,5.101694915254237,50,1,0,دونوف - آ. زوف ة ـ. دروشەنقو - . مەلەنەفسکیمزكز250بك لاإطار,دونوف - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروشەنقو - . مەلەنەفسکی مزكز - آزوفه ـ. دروش,دونوف - آ. زوف ة ـ. دروشەنقو - . مەلەنەفسکیمزكز250بك لاإطار,دونزوف - آ. زوف هـ. دوروشەنقو - م. مەلەنەفسکی مركز 250بك لاإطار
381,15,True,prediction_too_long;large_word_count_change,0.12698412698412698,3.8095238095238093,0.12698412698412698,0.5,3.75,0.5,4.645161290322581,36,1,0,دونزف - آ. زوف ه. دوزوشەنقو - م. مەلەنەفسکی مرکز 2خ50نک لاإظار,دونزف - آزوفه. دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مرمەلەنەفسکی مرکز - خوفه دوروشەنقو - مر,دونزف - آ. زوف ه. دوزوشەنقو - م. مەلەنەفسکی مرکز 2خ50نک لاإظار,دونزوف - آ. زوف هـ. دوروشەنقو - م. مەلەنەفسکی مركز 250بك لاإطار
70,15,True,prediction_too_long;large_word_count_change,0.10071942446043165,1.223021582733813,0.10071942446043165,0.6842105263157895,1.7894736842105263,0.6842105263157895,1.985611510791367,19,1,0,چونيه اونلر خالض پولونياليلر طرقندن اولدیغی قذر زما ن ایل پولويىاليلشمش اولان کنذی عرقداشلرنجة دحی انواع تضييقات وتع ذبته معروض قيلي نورذی.,چونيه اونلر خالض پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر ط,چونيه اونلر خالض پولونياليلر طرقندن اولدیغی قذر زما ن ایل پولويىاليلشمش اولان کنذی عرقداشلرنجة دحی انواع تضييقات وتع ذبته معروض قيلي نورذی.,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دحی انواع تضييقات وتعذيباته معروض قيلينوردی.
70,19,True,prediction_too_long;large_word_count_change,0.07194244604316546,1.20863309352518,0.07194244604316546,0.5263157894736842,1.6842105263157894,0.5263157894736842,1.9574468085106382,19,1,0,چونکه اونلر خالص پولونكاليلر طرقندن اولذیغ ی قدر زمان ایل پولونياليلشمش اولان کندی عر قداشلرثجة دحی انواغ تضييقات وتعذيباتة معروض قيلينور دی.,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلر ط,چونکه اونلر خالص پولونكاليلر طرقندن اولذیغ ی قدر زمان ایل پولونياليلشمش اولان کندی عر قداشلرثجة دحی انواغ تضييقات وتعذيباتة معروض قيلينور دی.,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دحی انواع تضييقات وتعذيباته معروض قيلينوردی.
223,18,True,prediction_too_long;large_word_count_change,0.12,1.1266666666666667,0.12,0.6086956521739131,1.434782608695652,0.6086956521739131,1.8523489932885906,17,1,0,رو س اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينى سوسيالىست اختىلک ار فرفەسی تأسیس اوکلندی بونك فكىز ونظريىتى عنى رو فنرقسيك اجتهادىتنه موافق و شیوردی,روس اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اخ,رو س اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينى سوسيالىست اختىلک ار فرفەسی تأسیس اوکلندی بونك فكىز ونظريىتى عنى رو فنرقسيك اجتهادىتنه موافق و شیوردی,روس اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلالکار فرقەسی تأسیس اولندی بونك افكار ونظرياتى عنى روس فرقەسنك اجتهاداتنه موافق و شیوردی.
374,19,True,prediction_too_short;large_word_count_change,0.09395973154362416,0.37583892617449666,0.09395973154362416,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6447368421052632,-10,1,0,حالبوكه رو سیەده متمکن اولاي ىوتوأز مليون اوقرايثالى غالیچادەكی قرداسلرينك تأثىر و نفوذى آلتنده ندی منافع مل يه وسىاسەلبزينا تحق محاكمه وتقدير ايدەجك بر,حالبوكه روسیەده متمکن اولان اوتوأز مليون اوقراينالى غالیچادەکی قرداسلرينك تأثير و نفوذى آلتنده بر.,حالبوكه رو سیەده متمکن اولاي ىوتوأز مليون اوقرايثالى غالیچادەكی قرداسلرينك تأثىر و نفوذى آلتنده ندی منافع مل يه وسىاسەلبزينا تحق محاكمه وتقدير ايدەجك بر,حالبوكه روسیەده متمکن اولان اوتوز مليون اوقراينالى غالیچادەكی قرداشلرينك تأثير و نفوذى آلتنده کندی منافع مليه وسياسەلرينى بحق محاكمه وتقدير ايدەجك بر
223,5,True,large_word_count_change,0.06,0.34,0.06,0.43478260869565216,0.5652173913043478,0.43478260869565216,0.6756756756756757,-8,1,0,روس احتلال عموم سنی تعقیب ایذن سنەلردة اوقراينا سوسياليست اختلالكار فرقەس تأسیس اولندی بونك افكار ونطرياتى عنىت روس فرقەسنك اجتهاداتنه مافق وشیوردی.,روس احتلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلالكار فرقەسنك اجتهاداتنه مافق وشیوردی.,روس احتلال عموم سنی تعقیب ایذن سنەلردة اوقراينا سوسياليست اختلالكار فرقەس تأسیس اولندی بونك افكار ونطرياتى عنىت روس فرقەسنك اجتهاداتنه مافق وشیوردی.,روس اختلال عموم سنی تعقیب ایدن سنەلرده اوقراينا سوسياليست اختلالکار فرقەسی تأسیس اولندی بونك افكار ونظرياتى عنى روس فرقەسنك اجتهاداتنه موافق و شیوردی.
381,13,True,large_word_count_change,0.12698412698412698,0.23809523809523808,0.12698412698412698,0.5,0.8333333333333334,0.5,0.890625,-5,1,0,دونزوف - آ. زوف هـ. دورو سەنقو - م. مەلەنەفسکی زيز 250تک ل اإطار,دونروف - آزوفهـ. دوروسەنقو - مآمەلەنەفسکی زير 250تكل اطار,دونزوف - آ. زوف هـ. دورو سەنقو - م. مەلەنەفسکی زيز 250تک ل اإطار,دونزوف - آ. زوف هـ. دوروشەنقو - م. مەلەنەفسکی مركز 250بك لاإطار
381,17,True,large_word_count_change,0.07936507936507936,0.1746031746031746,0.07936507936507936,0.5,0.75,0.5,0.9032258064516129,-5,1,0,دوزوف - آ. زوف هـ. دوروشەيقو - م. مەلەنەفسكی مركز 250ب لاإطا ر,دوروف - آزوفهـ. دوروشەيقو - مرمەلەنەفسكی مركز 250بلاإطار,دوزوف - آ. زوف هـ. دوروشەيقو - م. مەلەنەفسكی مركز 250ب لاإطا ر,دونزوف - آ. زوف هـ. دوروشەنقو - م. مەلەنەفسکی مركز 250بك لاإطار
